Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Cox,720,France,Male,33,2,118233.81,2,0,1,141031.08,0
Piccio,531,Spain,Female,42,6,128468.69,2,0,0,57034.35,0
Vasilyeva,820,Spain,Male,34,10,111065.93,1,1,1,59553.34,0
Smith,618,France,Male,37,2,77647.6,2,0,1,101273.23,0
Tung,632,Germany,Male,41,3,123180.01,1,0,0,177644.52,1
Chiazagomekpere,850,France,Male,49,6,107787.47,1,1,0,65769.3,1
Chikwendu,716,Spain,Male,34,9,146126.75,1,1,1,66695.71,0
Pinto,699,France,Male,28,7,136000.45,2,1,1,22684.78,0
Nnachetam,707,Spain,Male,32,9,138456.03,2,1,0,126475.79,0
Zhirov,637,Spain,Female,40,6,108410.87,2,1,1,181610.6,0
Chibuzo,583,Germany,Male,40,4,141786.78,1,1,1,5635.63,0
Efremov,701,Spain,Female,33,7,102520.37,1,1,0,97794.71,0
Belov,733,Spain,Female,38,5,125470.81,2,1,1,1271.51,0
Bearce,528,France,Male,31,6,124978.19,2,0,0,80181.12,0
Ives,655,France,Male,28,10,91301.72,2,0,1,126565.21,0
McKenzie,763,Spain,Female,32,8,157597.61,2,1,0,16725.53,0
Szabados,554,France,Male,39,2,143443.61,1,1,0,173197.12,0
Wang,624,France,Male,26,9,114005.78,2,0,0,31231.35,0
Cobb,606,Germany,Male,40,9,73309.38,2,0,1,96985.58,0
Hung,532,Germany,Male,24,8,117302.62,1,0,0,34231.48,0
Moss,495,France,Male,30,10,150213.71,1,0,0,172749.65,0
O'Donnell,525,Germany,Male,33,4,133040.32,2,0,0,55072.93,0
Kalinina,681,Spain,Male,33,10,123536.52,1,0,0,158336.36,0
Steere,676,Germany,Female,26,1,148571.07,1,0,0,60231.74,1
Genovese,639,Spain,Male,29,4,166522.78,2,1,0,97983.44,0
Packham,775,Spain,Male,27,4,177997.07,1,1,1,40807.26,0
Woodward,618,Germany,Female,40,0,115217.99,1,1,0,160618.61,1
Young,573,Spain,Male,38,4,150302.84,2,1,1,196517.43,0
Steele,621,France,Male,40,10,3768.69,1,0,0,89519.47,0
Fitzgerald,691,France,Female,29,9,80569.73,2,0,0,199635.93,0
Smith,650,France,Male,34,4,102017.25,1,0,1,142995.32,0
Enriquez,627,Germany,Male,62,3,137455.99,2,1,1,143104.3,0
Patterson,680,Spain,Female,58,8,164113.04,2,1,1,65708.5,0
McKenzie,623,France,Male,40,6,110407.44,2,1,1,66119.07,0
Pinto,656,Spain,Male,26,4,104568.41,1,1,0,36308.93,0
Chidozie,591,France,Male,45,5,197436.82,2,1,1,155492.87,0
Findlay,544,France,Female,40,7,160485.16,1,0,1,161076.92,0
Zaytseva,611,France,Male,38,7,158623.14,1,1,1,63202,0
Shih,658,France,Male,42,8,64430.06,1,0,1,103764.55,1
Olisaemeka,822,Germany,Female,46,3,116646.76,2,1,0,26249.86,0
Nkemdirim,540,Germany,Male,39,4,103895.31,1,1,1,16150.34,0
Horsley,753,France,Female,31,6,132932.14,1,0,0,91305.77,0
Akhtar,641,France,Male,31,9,140187.1,1,1,1,32231.6,0
Napolitani,525,Spain,Female,30,5,97459.06,2,0,1,149195.44,0
Graham,773,Spain,Male,41,9,82766.43,1,0,1,64595.25,0
Hope,670,Spain,Male,67,6,133702.89,1,1,1,118607.4,0
Hsueh,842,France,Female,37,4,96858.35,2,1,0,87071.18,1
Ko,714,Germany,Male,54,4,135483.17,2,0,1,51308.54,1
Gardner,693,France,Male,36,8,127806.91,1,0,0,58719.63,1
Matthews,850,France,Male,36,1,79857.64,2,0,1,68594,0
Genovese,549,Germany,Female,43,3,161807.18,1,1,0,6101.41,0
Higgins,709,France,Female,45,3,152324.66,1,0,1,174032,0
Pan,803,France,Female,65,2,112499.42,2,0,1,6930.17,0
Nwankwo,635,Spain,Male,24,4,107571.61,2,1,1,70668.77,0
Nkemjika,590,France,Female,60,6,113882.31,1,1,0,88206.04,1
Liao,620,Spain,Male,42,9,102251.14,1,1,1,29296.74,0
Uvarova,614,Spain,Male,35,2,186796.37,1,1,1,31302.35,0
Wilson,698,Germany,Male,52,8,132187.73,1,1,1,153373.71,0
Hs?,716,France,Female,44,6,135216.8,1,0,0,133871.83,0
Marshall,585,Germany,Female,39,7,111798.06,2,0,0,131852.01,0
Hsu,515,Spain,Male,29,4,118342.26,2,1,0,9770.97,0
Smith,749,France,Male,37,7,154495.79,2,1,0,20306.79,0
Bartlett,822,France,Male,50,7,161814.64,2,1,1,10062.8,0
Patterson,596,France,Male,42,7,101928.51,2,1,1,121568.37,0
Nwoye,638,Germany,Male,25,4,161533,2,1,1,114722.42,0
Clarke,465,France,Female,51,8,89994.71,1,0,0,181297.65,1
Ludowici,726,France,Female,42,2,57037.74,1,0,1,175161.05,0
Genovese,764,France,Male,24,7,115350.63,1,1,0,26843.76,0
Moore,552,Spain,Male,55,3,98684.15,1,1,1,40333.94,0
Georg,750,Spain,Female,39,7,100249.41,1,1,0,87067.73,0
Gallop,710,Germany,Male,45,9,77270.08,1,1,1,188574.08,0
Mullan,713,France,Female,52,0,139330.1,1,1,1,46369.57,1
Collee,629,Spain,Male,35,4,124099.13,2,0,1,158420.14,0
Tseng,651,France,Male,35,2,125167.02,1,1,0,174094.24,0
Dickson,679,Germany,Female,34,7,113452.66,1,1,0,56984.58,0
Soto,694,France,Male,38,1,106434.94,2,0,1,156858.2,0
Haugh,796,Germany,Male,40,2,124493.03,2,1,1,46415.09,0
Pagnotto,704,Spain,Male,48,8,98488.08,1,1,1,173498.45,0
Flores,782,Germany,Male,35,7,129417.82,2,1,0,117644.36,0
Lucciano,686,Spain,Male,34,9,155766.05,2,1,0,127569.8,0
Siciliano,656,France,Male,33,7,109026.8,2,1,0,37136.15,0
Bergamaschi,782,Germany,Female,53,1,120392.99,1,1,0,182960.46,1
Bergamaschi,698,Germany,Female,52,1,43028.77,1,1,0,168886.39,1
Ositadimma,559,Spain,Female,40,7,128366.44,1,1,1,18917.95,0
Chiu,794,Germany,Female,54,1,157960.49,1,1,1,192154.66,0
Davydova,584,Germany,Female,46,6,101012.77,2,1,0,120376.87,1
Piazza,723,Germany,Male,37,3,87140.85,2,1,0,121239.65,0
P'eng,431,France,Male,63,6,118334.44,1,1,1,168008.17,0
Kemp,785,France,Female,39,1,136487.86,1,1,0,163798.41,1
Jamieson,528,Spain,Male,43,7,90727.79,2,1,1,159823.16,0
Tang,596,Spain,Male,60,7,92510.9,1,0,1,30314.04,0
Gill,775,Germany,Female,38,6,106870.12,2,0,0,153122.58,0
Graham,728,France,Male,43,7,204017.4,2,1,0,40023.7,0
Yeh,672,Germany,Female,21,1,126873.52,1,1,0,28789.94,0
Onyemauchechukwu,695,France,Female,31,5,80380.24,1,0,0,99537.68,0
Clark,510,France,Female,26,6,27755.97,1,0,0,159742.33,0
Carter,763,France,Male,35,9,89299.81,1,1,1,31372.91,0
Dellucci,642,France,Male,40,1,178074.33,1,1,1,138052.51,0
Endrizzi,552,France,Male,42,9,136980.23,2,1,0,101069.71,1
Wright,526,France,Male,30,9,139528.23,2,0,0,100995.68,0
Chukwudi,826,France,Female,30,5,87967.42,2,0,1,157397.57,0
Real,710,Germany,Male,49,10,78829.53,1,1,1,193266.72,0
Pai,639,Germany,Male,38,5,157320.51,1,1,1,149599.62,0
Glover,640,Germany,Male,26,5,123331.36,1,1,1,3298.65,0
Shaw,727,Spain,Female,31,10,168964.77,2,0,0,76614.04,0
Abramovich,667,France,Male,44,2,125860.2,1,0,0,15120.86,0
Onyemachukwu,438,France,Male,60,7,168197.66,1,0,1,49424.6,0
McClemans,775,France,Male,60,7,114991.45,2,1,1,111558.7,0
Sutherland,682,France,Male,61,10,107735.93,1,1,1,172141.33,0
Cocci,561,Germany,Male,32,6,161111.45,1,1,0,139451.98,0
Tsui,850,Germany,Female,38,2,131769.04,2,0,1,23974.85,0
Chukwubuikem,703,Spain,Male,31,6,81947.76,2,1,1,67667.19,0
Beavers,710,France,Male,54,6,98592.88,1,1,1,167023.95,1
Weston,516,France,Female,40,9,147803.48,2,0,1,33266.29,0
Overby,693,Spain,Female,39,0,169025.83,2,0,0,81901.6,0
She,586,Germany,Male,38,2,79523.13,1,0,1,189143.94,0
Wright,657,Germany,Female,48,5,139762.13,1,0,0,101314.65,1
Dawson,726,France,Male,28,2,53667.44,1,0,0,98060.51,0
Bidwill,504,Germany,Male,43,5,152685.4,2,1,0,181430.91,0
Hsiao,472,Spain,Male,40,4,154969.79,1,1,0,70154.22,0
Niu,806,Spain,Male,25,7,85679.25,2,1,0,18461.9,0
Trevisan,552,France,Female,38,9,95357.49,1,0,0,57850.1,0
Davidson,845,Germany,Female,43,3,107042.74,2,1,0,97910.06,0
Doherty,724,France,Male,30,10,78653.84,2,1,1,54265.55,0
Scott,594,France,Male,35,2,129264.05,2,1,0,103480.69,0
Gilbert,754,France,Male,37,6,112419.92,1,1,1,116141.72,0
Bruce,417,France,Male,34,7,161588.89,2,1,0,55003.79,0
Duncan,754,France,Male,34,7,110527.17,2,1,1,65219.85,0
Chukwualuka,743,France,Male,32,9,165947.99,2,1,0,175252.78,0
Lindsay,752,Germany,Male,29,4,71553.83,1,1,1,102930.46,0
Lorenzo,520,Germany,Male,61,8,124483.53,2,1,1,90304.01,0
Wei,617,Germany,Female,51,10,107553.33,1,0,0,93439.75,1
Archer,692,Spain,Male,28,9,132558.26,1,0,0,16064.25,1
Lin,751,France,Male,29,1,151532.4,1,1,0,66825.33,0
Adams,678,Germany,Male,55,4,131519.49,1,1,1,184125.1,1
Bevan,521,Spain,Female,39,3,95153.77,1,0,0,72993.67,0
Calabresi,659,Germany,Male,36,4,122446.61,2,1,0,84320.94,0
Glasgow,675,France,Male,34,1,140348.56,2,0,1,163667.56,0
Elder,583,Germany,Female,26,10,118890.81,2,1,0,96792.15,0
Dellucci,668,France,Female,31,9,135370.12,2,0,0,41291.73,0
Hughes,850,France,Female,39,7,138597.54,1,0,1,186910.74,0
Sun,676,Spain,Male,35,0,175534.78,2,0,0,139911.58,0
Fan,436,Germany,Male,45,3,123912.78,2,1,1,183540.22,1
Onwudiwe,797,Spain,Male,59,4,186101.18,1,1,1,93624.55,0
Atkinson,620,France,Male,22,0,98792.4,1,1,0,32589.45,0
Robertson,556,Spain,Male,46,3,101430.3,1,1,1,108500.66,1
Udinese,591,Germany,Female,51,8,94222.53,1,1,1,161304.68,1
Thompson,661,Spain,Female,41,5,121453.63,1,1,0,69586.27,1
Chamberlain,690,Spain,Male,49,8,143644.16,1,0,1,51011.29,0
Chimaijem,644,Spain,Female,26,4,134752.08,2,1,1,82696.84,0
Mitchell,633,Spain,Female,46,3,139756.12,2,1,0,120250.58,0
K?,554,Germany,Female,31,6,127845.83,1,1,0,107074.81,0
Ch'ien,367,Spain,Male,42,6,140733.74,1,1,0,168816.73,1
Turnbull,644,Germany,Female,51,4,62078.21,1,0,0,72628.84,1
Jonathan,685,Spain,Male,43,4,139129.44,2,1,0,43956.83,0
Castiglione,557,France,Female,39,7,79263.9,1,1,0,115287.99,1
Olague,584,France,Male,35,9,145215.43,2,1,0,192381.21,0
Byrne,470,Spain,Male,30,4,72509.91,1,1,0,68293.93,0
McDonald,585,Germany,Female,28,9,115137.26,2,1,1,40385.61,0
Houghton,655,Germany,Female,44,6,104552.72,1,1,0,64853.51,1
Jamieson,648,Germany,Male,44,9,82940.25,2,1,1,91947.74,0
Cameron,615,France,Male,32,4,142028.36,2,1,1,6225.63,0
Nnamdi,500,Germany,Male,30,2,116886.59,2,1,1,68807.47,0
Everett,678,Spain,Female,40,3,72647.64,1,1,0,168658.3,0
Palazzi,710,Spain,Male,35,1,106070.29,1,1,1,127951.81,0
Biryukov,693,France,Male,38,7,171283.91,2,1,1,14278.18,0
Goering,644,France,Male,44,5,76510.52,1,1,0,157166.79,1
Gay,562,France,Female,51,1,150219.41,1,1,1,65390.46,1
Vasiliev,716,Germany,Female,18,3,129293.74,1,0,0,197322.13,0
Hu,642,Germany,Male,41,4,102141.9,1,1,0,67484.6,0
Otoole,773,Germany,Female,36,4,121669.93,1,0,1,4395.45,0
Biryukova,573,Spain,Male,33,1,149525.34,1,1,1,149536.15,0
Milne,599,Spain,Male,51,0,44054.84,1,1,1,175235.99,0
Mitchell,690,France,Female,42,5,90044.32,2,0,1,120512.08,0
Converse,682,Germany,Female,38,1,54503.55,1,1,1,49833.5,1
Liardet,617,Germany,Male,44,9,131959.86,2,1,0,53294.17,0
Mouzon,738,Germany,Male,35,6,141428.99,1,0,0,85185.44,0
Greco,722,France,Male,20,6,128393.29,2,1,0,195486.28,0
Ozuluonye,627,Germany,Male,29,5,98266.3,2,1,0,80607.33,0
Thomson,603,Germany,Female,35,9,131038.14,1,1,0,163181.62,0
Ogbonnaya,818,Spain,Male,26,4,145537.21,2,1,1,167036.94,0
Cocci,644,Spain,Male,49,10,68375.27,2,1,1,145089.64,0
Sykes,679,Germany,Male,52,9,125437.64,2,0,0,54038.62,0
Chikelu,782,Germany,Female,72,5,146584.19,1,1,0,2605.65,1
Ball,704,Germany,Male,27,5,129750.68,1,1,0,64381.33,1
Mazzi,619,France,Male,29,5,77886.53,2,1,0,194310.1,0
Findlay,654,France,Male,29,7,92113.61,2,1,1,149184.15,0
Lane,581,Spain,Female,46,1,138341.51,2,1,0,104272.04,0
Williford,588,Spain,Male,34,6,137179.39,2,1,0,86460.28,0
Sharwood,836,Spain,Female,37,10,127728.24,2,1,0,111324.41,0
Kazantsev,802,Spain,Male,38,7,132934.89,2,0,1,57764.65,0
Isayeva,732,Spain,Female,67,1,122028.65,2,1,1,177783.04,0
Parry,616,Germany,Male,39,2,113948.58,2,1,0,55556.3,0
Anderson,653,Spain,Female,27,6,144553.5,2,1,1,33389.42,0
Watkins,627,Germany,Male,30,3,86147.46,2,1,1,40199.01,0
Manfrin,603,France,Male,46,2,145875.74,2,1,1,59563.49,0
Dyer,639,Germany,Female,41,5,149542.52,1,1,0,199970.74,0
Bradley,764,Germany,Male,34,6,113882.33,2,1,0,166324.79,1
Endrizzi,788,France,Female,39,3,110641.18,1,0,1,113086.08,0
Cross,559,France,Male,32,9,144705.87,1,1,0,103560.98,0
Solomina,668,Spain,Female,30,8,109421.13,2,1,0,138465.7,0
Simmons,711,Germany,Female,53,5,100054.77,1,1,0,102428.51,0
Bray,570,France,Female,30,10,100032.52,1,1,0,97045.32,1
Moss,756,Spain,Male,30,2,114739.92,1,0,0,7554.68,0
Nebechukwu,697,Spain,Male,56,5,67178.19,1,1,1,50230.31,1
Milani,701,France,Male,23,3,170057.62,2,1,0,38960.59,0
Menkens,731,France,Male,30,7,101514.89,2,0,1,143086.09,0
Cran,582,Spain,Male,26,4,154110.99,2,1,0,30149.21,0
Iweobiegbunam,574,Spain,Male,52,7,57017.06,1,1,0,196257.67,0
Lucchesi,483,France,Male,27,1,139887.01,1,1,1,2101.89,0
Hales,635,France,Male,27,3,76705.87,1,1,0,161909.95,0
Azubuike,548,France,Male,29,5,94682.56,1,0,1,177017.39,0
Chiemenam,612,Spain,Female,36,5,105069.98,2,1,0,159416.58,0
Sinclair,653,France,Male,29,2,99167.54,2,1,1,41671.81,0
Chidimma,657,Spain,Male,34,5,140393.65,1,1,0,27738.01,0
Pomeroy,588,France,Male,32,1,128061,2,1,1,8763.87,0
Fleming,615,France,Male,32,1,134766.85,2,0,0,2139.25,0
Ozoemena,365,Germany,Male,30,0,115576.44,1,1,0,81537.85,1
Calabrese,681,Germany,Female,44,3,84944.58,2,1,1,163558.36,0
Loftus,401,Germany,Male,48,8,93920.47,1,1,0,175753.55,1
Findlay,579,Spain,Male,37,5,113546.3,2,0,0,120219.14,0
Corran,772,Spain,Female,39,4,191402.82,2,1,1,140709.25,0
McCarthy,695,Spain,Female,35,7,99141.86,2,1,1,127977.66,0
Andrejew,688,Spain,Male,36,0,80107.83,1,1,0,177383.68,1
Charlton,608,Germany,Female,40,7,107363.29,1,0,0,161154.85,0
Forbes,825,France,Male,34,9,99263.09,2,1,1,31933.06,0
Fanucci,730,France,Female,32,9,118812.5,1,0,0,60905.51,0
Wilson,470,France,Male,35,1,115290.27,1,0,0,5962.3,0
Loggia,546,Spain,Male,42,7,129472.33,1,1,1,86945,0
Dipietro,709,France,Male,39,8,107712.57,2,1,0,56214.09,0
Paterson,647,Germany,Male,30,6,148874.01,2,1,0,2955.46,0
Hawkins,693,France,Female,39,4,118838.75,2,0,1,142331.39,0
Pagnotto,785,France,Female,36,4,103846.65,1,0,0,190627.01,0
Iqbal,621,Spain,Male,42,8,148466.93,1,1,1,74157.71,0
Bishop,514,France,Male,26,1,79962.92,2,0,0,121551.93,0
Kennedy,671,Spain,Male,38,0,65407.16,2,1,0,3647.57,0
Ermakova,678,Germany,Male,23,10,163139.27,1,1,1,91633.53,0
Nwora,682,Spain,Female,58,4,61688.61,1,1,0,176036.01,0
Endrizzi,725,Germany,Male,19,0,140133.08,1,0,0,45613.75,0
Russo,552,France,Male,29,10,106059.4,2,1,0,12186.83,0
Reid,741,France,Male,38,9,93522.2,2,1,0,14379.01,0
Coates,504,France,Female,32,8,179960.2,1,0,0,16281.94,0
Milano,730,Germany,Male,45,6,82916.48,1,0,0,162478.11,0
Hsu,803,France,Female,32,9,92783.68,1,1,1,54277.45,1
Chu,675,France,Male,40,7,116711.06,2,1,0,34577.36,0
Chuter,619,Spain,Male,52,8,118588.83,2,1,1,123242.11,0
Otutodilinna,703,France,Female,40,7,132602.88,2,0,1,122518.5,0
Onwughara,520,France,Male,35,9,148495.64,1,1,1,25059.06,0
Rutherford,512,France,Male,43,1,111543.26,2,1,1,52471.36,0
Forbes,682,Germany,Female,43,7,83501.66,2,1,1,64679.3,0
Bergamaschi,748,France,Female,20,7,123835.52,2,0,0,10792.42,0
Montalvo,626,France,Female,32,0,126473.33,2,0,0,187172.54,0
Wilson,627,France,Male,31,8,147137.74,1,1,0,96131.47,0
Padovesi,617,France,Male,30,3,111168.97,1,1,0,142940.39,0
Koch,584,Spain,Female,29,4,109908.06,2,1,0,88866.92,0
Buckley,779,France,Male,32,10,120355,1,1,0,86306.75,0
Ho,678,Spain,Female,61,8,109013.23,2,1,1,159938.82,0
Fox,665,France,Male,33,2,167831.88,1,1,1,159840.51,0
Enderby,446,Spain,Female,45,10,116360.07,1,1,1,128260.86,1
Thorpe,763,Germany,Male,31,7,125977.81,2,1,1,140262.96,1
Ndukaku,531,Spain,Male,27,8,92618.62,1,0,0,7222.92,0
Findlay,595,Germany,Male,30,9,100946.71,2,1,1,57862.88,0
Taylor,651,Germany,Male,35,8,163894.35,1,1,0,127678.95,1
Madison,523,Spain,Male,34,7,149318.55,2,1,0,62030.06,0
Henderson,487,France,Male,24,7,107805.67,2,1,1,98570.01,0
Fowler,511,France,Female,31,5,102073.67,1,0,1,161854.98,0
Stevenson,736,France,Male,29,4,110610.41,2,0,0,51705.01,0
Ch'ang,665,France,Male,28,8,138657.08,1,1,0,90174.83,0
Millar,730,Spain,Female,33,9,157929.45,2,0,0,176576.62,0
Palerma,742,Germany,Female,43,6,88541.57,1,0,1,60920.03,1
Greco,571,Germany,Female,34,1,124586.93,1,0,1,195651.66,0
Bruno,588,Germany,Female,30,0,82291.1,1,1,0,5790.9,1
Chikwado,734,Germany,Female,52,6,105918.1,2,0,1,38984.37,0
Boyle,811,Germany,Female,34,1,110046.93,2,1,1,186339.74,0
Schiavone,769,Spain,Male,39,9,132838.07,1,1,1,47722.79,0
Rubeo,652,France,Male,26,3,109130.96,2,0,1,168989.77,0
Power,670,Spain,Male,25,6,132623.6,2,1,1,78358.94,0
Board,682,Germany,Male,32,2,163764.84,2,1,1,164170.46,0
Chien,642,Germany,Female,39,8,102936.72,1,1,0,61792.76,1
Trentino,647,Spain,Female,64,1,120847.11,1,1,1,41800.18,0
Brown,710,Spain,Female,29,3,152182.83,1,1,0,188022.44,0
Shen,754,Germany,Male,57,2,119540.15,2,1,1,70954.41,0
Hunter,811,Spain,Male,44,3,108891.7,2,0,1,78439.73,0
Teakle,656,Spain,Female,32,1,102282.61,1,1,1,17034.37,0
Palerma,678,France,Male,43,5,99835.17,1,1,1,79649.62,0
Wright,750,Spain,Female,36,8,113899.92,1,0,1,9855.81,0
Johnstone,622,Spain,Female,47,6,125552.96,1,0,0,100183.05,0
Romani,668,Germany,Female,32,10,103033.83,1,1,1,43595.9,0
Ho,444,France,Male,34,2,155973.13,1,1,0,112668.06,0
Guerin,790,Spain,Male,32,3,132312.06,1,1,0,91044.47,0
Davide,641,Germany,Male,32,5,162390.52,1,1,1,99154.86,0
Martin,738,Germany,Male,43,9,146710.76,2,1,0,64166.7,1
Han,479,Germany,Female,30,7,106230.92,2,1,0,41879.99,0
Ting,773,Spain,Male,37,2,125189.75,2,1,0,178268.36,0
Chia,584,Spain,Female,48,2,174356.13,1,1,0,75161.25,1
Fang,487,France,Male,45,2,134397.61,2,1,0,77475.73,0
Hay,821,Germany,Female,31,2,81623.67,1,1,1,25445,0
Stephenson,590,France,Male,32,5,115518.07,2,1,0,59249.83,0
Lombardi,696,Germany,Male,31,3,113781.5,1,0,0,5566.6,0
Yao,655,Spain,Female,29,9,76165.65,2,0,1,85736.26,0
Chiazagomekpere,695,Spain,Male,39,4,137388.01,1,1,1,1243.97,0
Palerma,737,Germany,Male,35,0,163789.49,1,0,1,64050.19,0
Chiazagomekpere,619,Germany,Male,23,5,150092.8,1,1,1,143913.33,0
Mellor,737,Germany,Male,50,4,161637.75,2,1,0,4225.11,0
McGregor,813,Germany,Female,25,5,137389.77,1,0,1,132959.33,0
Cox,706,France,Female,35,8,106938.11,1,0,1,42181.68,0
Woodward,766,Germany,Male,44,3,93680.43,1,0,0,197643.24,0
Ijendu,383,Spain,Female,48,8,99286.98,1,0,0,137702.01,1
Ku,568,France,Male,28,5,99183.9,2,1,0,185489.11,0
Kruglov,516,Spain,Female,31,7,161798.53,1,1,0,47018.75,0
Balashov,585,Germany,Male,44,7,76001.57,1,1,1,112333.22,0
Zinachukwudi,603,France,Male,44,9,69712.74,1,1,0,138328.24,0
Ulyanova,666,Germany,Female,37,2,138162.41,1,0,1,93266.01,0
Mitchell,553,Spain,Male,44,4,101257.16,1,1,0,10789.3,0
Gordon,514,France,Male,35,3,114974.24,1,1,0,10008.68,0
White,693,Germany,Male,45,2,75242.28,2,0,0,23140.28,1
Folliero,604,Spain,Male,43,2,145807.59,1,1,1,23881.62,0
Trentini,724,France,Female,29,6,67226.37,2,0,1,64729.51,0
Martin,727,Spain,Male,38,2,95830.43,1,1,1,59280.79,0
Kazakova,762,France,Male,36,5,147687.24,1,1,1,42693.65,0
Ch'ang,591,Spain,Male,39,8,108076.33,2,0,0,42392.24,0
Moran,616,Spain,Female,32,6,135020.21,2,1,1,43001.46,0
Robe,754,France,Male,38,2,151352.74,2,1,0,180698.32,0
Heath,487,Germany,Female,61,5,133105.47,1,0,0,11384.45,1
Anderson,671,Spain,Male,58,1,118680.57,1,1,1,21768.21,0
Everingham,445,Germany,Female,34,7,67238.98,2,1,1,70618,0
Townsend,760,Spain,Female,57,1,103210.27,2,1,1,25101.17,0
Udinese,674,France,Male,26,6,184926.61,1,1,1,149369.41,0
Boyle,666,Germany,Female,36,3,98723.67,2,0,0,139435.12,0
Pan,542,France,Female,29,7,79385.21,2,0,1,196651.72,0
Lo,750,Germany,Female,37,1,94238.75,2,1,1,27366.77,0
Payton,624,Spain,Female,28,2,131629.17,2,0,1,104353.26,0
Sullivan,628,France,Male,36,3,122857.46,2,1,1,8742.91,0
Smith,697,Germany,Male,51,1,102128.27,1,1,1,53581.14,0
Titheradge,535,France,Male,38,8,131354.25,1,1,0,9238.35,0
Prokhorova,682,Spain,Female,47,10,158651.29,1,1,0,144290.97,0
West,550,Germany,Female,45,8,151421.44,1,0,0,97623.42,1
Aparicio,699,Spain,Female,50,0,133231.48,1,1,0,193785.87,0
Upchurch,597,Germany,Female,35,8,129255.2,1,1,1,192852.67,0
Wang,646,Germany,Female,29,4,132730.17,1,1,0,15470.91,0
Eberegbulam,647,France,Male,43,9,152759,2,1,1,78488.39,0
Kuykendall,662,France,Male,64,0,138734.94,1,0,1,42730.12,0
Hendrick,742,Spain,Male,24,8,129901.21,2,1,0,4070.28,0
Bailey,704,France,Male,24,2,124593.23,2,1,0,182775.08,0
Shao,603,Spain,Male,30,6,115702.67,2,1,1,19282.85,0
Lo Duca,748,France,Female,39,3,104719.94,1,0,1,97734.3,0
Bonham,688,Spain,Male,42,5,118886.55,2,0,0,197602.29,0
Mai,707,Spain,Male,44,3,127357.76,2,1,1,135077.01,0
Anderson,581,France,Male,31,3,125487.89,2,0,0,89040.61,0
Pratt,823,Germany,Female,53,4,106901.94,1,0,1,131259.6,1
Chambers,511,Germany,Female,41,8,107868.14,1,1,1,39087.42,0
Johnson,584,France,Male,49,8,148222.65,1,1,0,113860.81,0
Lo Duca,685,Spain,Male,40,7,142644.64,1,1,0,198694.2,0
Miller,625,Spain,Female,69,1,131968.57,1,1,1,182336.45,0
Fiorentini,624,France,Male,71,7,148913.72,2,1,1,108841.83,0
Field,553,Germany,Male,53,5,147650.68,1,1,0,165378.66,1
Kazantsev,776,France,Male,39,8,123906.55,2,1,0,144496.07,0
Rita,667,Spain,Male,31,5,152335.7,2,1,1,20346.69,0
McGregor,646,France,Female,34,3,150463.11,1,0,0,130500.65,0
Lin,593,France,Male,32,6,128793.63,1,1,0,128384.11,0
Law,555,France,Male,37,9,134760.21,1,1,0,60194.05,0
Anayolisa,776,Spain,Male,33,2,130565.02,2,1,1,176921,0
Coburn,569,Spain,Male,43,8,106486.66,2,0,1,178187.28,0
Gilleland,443,France,Female,54,3,90696.78,1,1,1,70196.23,1
Pisano,486,Germany,Male,62,9,115920.62,2,1,0,168034.83,1
Okechukwu,587,Germany,Male,35,5,63227,1,1,1,23481.69,1
Martin,696,Spain,Male,24,9,73112.95,1,0,0,10883.52,0
Vorobyova,513,Germany,Male,34,7,81553.93,1,0,0,124571.09,0
Hughes,635,Spain,Female,48,2,151766.71,2,1,1,136551.25,0
Abdullah,802,France,Female,60,3,111524.49,1,1,0,39473.63,1
Wade,693,Spain,Female,34,10,117468.67,2,0,0,154631.35,0
Munro,743,Germany,Female,34,1,178317.6,1,1,1,108543.21,0
Lombardo,684,Germany,Male,42,1,127637.92,1,1,1,23135.65,1
Tardent,493,France,Male,38,3,200322.45,1,1,0,89578.32,0
Harris,416,France,Male,32,0,99811.44,2,0,1,878.87,0
McIntyre,744,France,Female,43,10,122403.24,1,0,1,24234.11,0
Morrice,597,Germany,Female,22,6,114321.28,1,1,0,70529,1
Walker,671,France,Female,38,6,157099.47,1,0,1,76068.95,0
Burton,665,France,Female,37,5,127289.28,1,0,1,183542.08,0
Jibunoh,807,Spain,Female,43,0,127900.03,2,0,1,85523.24,0
Akeroyd,661,France,Female,41,1,125801.03,2,0,1,131300.68,0
Iweobiegbulam,718,Spain,Male,34,5,128369.75,2,1,0,30772.22,0
Yang,721,Germany,Male,37,4,98270.34,1,0,0,90821.66,0
Anderson,628,France,Male,37,0,128039.01,2,1,1,171707.93,0
Glauert,661,Germany,Female,35,5,132670.53,2,0,1,113656.85,0
Hyde,688,France,Male,29,1,92363.3,2,1,0,154695.57,0
Simpson,631,Germany,Female,22,6,57657.49,1,1,1,63747.51,0
Townsend,674,France,Female,45,6,126061.51,1,0,1,140041.78,0
Chamberlain,595,France,Male,29,6,121532.17,1,1,0,87771.06,0
Chineze,652,France,Female,37,4,190066.54,1,0,1,197699.8,1
Rozhkova,581,Germany,Male,31,6,145580.61,1,1,0,107137.3,0
Secombe,760,France,Male,34,2,92199.84,2,1,0,164162.44,0
Valentin,692,France,Male,66,4,108244.82,1,1,1,118188.15,0
